".model","armse","amae","amape","srmse","smae","smape","h","i"
"ols",2060.88860321961,2060.88860321961,41.507362113682,4245.50680151883,4245.50680151883,62.5514143309044,1,151
"wlss",2046.88947594288,2046.88947594288,30.6623844555715,4259.30140403647,4259.30140403647,38.2941709925983,1,151
"wlsv",2025.13889021925,2025.13889021925,21.2604560751131,4290.08206514351,4290.08206514351,20.48586615949,1,151
"base",1516.37980183313,1516.37980183313,12.523992240704,2765.74413926803,2765.74413926803,10.5810852908089,1,152
"bu",1516.37980183313,1516.37980183313,12.523992240704,2765.74413926803,2765.74413926803,10.5810852908089,1,152
"mint",1526.73090715602,1526.73090715602,12.040909220517,2817.73658281151,2817.73658281151,10.0685004935299,1,152
"ols",1406.47254110262,1406.47254110262,15.1506234369932,2591.55601384072,2591.55601384072,13.1602409286769,1,152
"wlss",1430.3816617977,1430.3816617977,13.2746430961402,2627.90663714949,2627.90663714949,8.68749475468659,1,152
"wlsv",1440.74661980999,1440.74661980999,12.0293534898896,2684.78517220232,2684.78517220232,10.6178222301459,1,152
"base",1114.67406216938,1114.67406216938,22.2239209750042,1689.87057756395,1689.87057756395,16.4673749051007,1,153
"bu",1114.67406216938,1114.67406216938,22.2239209750042,1689.87057756395,1689.87057756395,16.4673749051007,1,153
"mint",1052.52983582845,1052.52983582845,23.0684566592088,1566.47534260704,1566.47534260704,16.6806763238346,1,153
"ols",1193.68382543926,1193.68382543926,21.9415460981317,1857.37954227359,1857.37954227359,12.5200331398815,1,153
"wlss",1171.11048631585,1171.11048631585,22.2362946245975,1797.97858149649,1797.97858149649,14.4338761801671,1,153
"wlsv",1201.84466269818,1201.84466269818,22.8505810330505,1760.29336577178,1760.29336577178,16.4597437899588,1,153
