".model","armse","amae","amape","srmse","smae","smape","h","i"
"wlsv",5301.46318098556,5301.46318098556,28.3834812628418,13831.8933244465,13831.8933244465,17.8970115375897,1,150
"base",6044.2147919516,6044.2147919516,24.1706271987486,16564.3305868495,16564.3305868495,17.0464366523333,1,151
"bu",6111.56156331794,6111.56156331794,23.7852612257889,16803.0351138249,16803.0351138249,16.9466607897965,1,151
"mint",5744.50609032608,5744.50609032608,22.661719599555,15871.4874497062,15871.4874497062,16.7350363654704,1,151
"ols",6243.67252999208,6243.67252999208,29.49729555211,16928.1873318898,16928.1873318898,32.1448180209917,1,151
"wlss",6156.95087198012,6156.95087198012,19.090489286081,16835.5878701586,16835.5878701586,15.4611107828294,1,151
"wlsv",6044.54093582354,6044.54093582354,24.0571659765791,16554.6818503675,16554.6818503675,17.4151581038095,1,151
"base",5590.27235225585,5590.27235225585,23.0965553791102,12923.3885047885,12923.3885047885,16.6157223664251,1,152
"bu",5554.62585612035,5554.62585612035,23.0459254539299,12814.8149928417,12814.8149928417,16.0294666094899,1,152
"mint",5540.12184578485,5540.12184578485,22.769920572467,12824.3203164541,12824.3203164541,15.0737199906998,1,152
"ols",5746.84829612604,5746.84829612604,21.9431806637219,13147.5845940155,13147.5845940155,13.7724487606033,1,152
"wlss",5686.27840862543,5686.27840862543,22.1057725155131,13109.0437633337,13109.0437633337,14.7912539814963,1,152
"wlsv",5662.42228608553,5662.42228608553,23.4300498126784,13123.4957395172,13123.4957395172,16.3351796552572,1,152
"base",5915.58081957361,5915.58081957361,23.377104091531,13062.0995939435,13062.0995939435,15.6551542251073,1,153
"bu",5928.52716516898,5928.52716516898,23.122161449744,13129.5445886401,13129.5445886401,15.6971850479498,1,153
"mint",5632.93330647718,5632.93330647718,23.2683558953598,12340.8995628957,12340.8995628957,13.3435847144906,1,153
"ols",6056.99448582355,6056.99448582355,36.5668173573467,13165.4215233077,13165.4215233077,29.8713830021314,1,153
"wlss",6101.57927221885,6101.57927221885,32.9050674397886,13313.7542610514,13313.7542610514,32.9593765311951,1,153
"wlsv",5941.76776403115,5941.76776403115,22.9411033189563,13198.1119100936,13198.1119100936,15.5645911110222,1,153
"base",5907.62883941757,5858.65266642183,30.294284105889,12528.9279348075,12467.791989158,25.2172805500238,2,141
"bu",5916.1281079997,5857.931402329,30.4031480735107,12561.8458339425,12479.161236388,26.2234469309138,2,141
"mint",5651.2643827169,5592.05520811013,30.0002989036965,12098.5387158831,12025.8517657417,33.3109771708633,2,141
"ols",6091.94030309295,6048.31902725507,40.0053195699033,12858.4914009243,12799.3537148758,52.9123869129482,2,141
"wlss",6039.84791633706,5993.3316337557,24.9515933652071,12707.231995642,12645.5190954319,6.54149379484873,2,141
"wlsv",6034.16102195743,5986.89816188443,30.570523105701,12844.8426486444,12788.2421703436,25.8902936568221,2,141
"base",3449.8317515595,2834.68151223859,23.4764976823366,7354.65556683563,5885.90015245847,30.7983190048257,2,142
"bu",3447.30990002724,2838.24150450817,23.8188046374557,7309.13585554544,5866.62369505381,32.1103045298908,2,142
"mint",3305.75469116824,2828.46426699618,28.126977990242,7049.66004417241,6066.99049960746,42.9965415497208,2,142
"ols",3745.05659228134,3035.45758461827,45.6183001104337,7783.60896545656,6045.06356702698,80.3886882191827,2,142
"wlss",3653.66196235478,2973.14220822512,38.1093597925694,7667.11910314709,5997.6816856156,67.070705867704,2,142
"wlsv",3597.53674770577,2835.83153311504,23.3907755516358,7716.1828725127,5820.26814262673,30.7373235867694,2,142
"base",1411.17029159818,1335.10845707644,22.2226493442076,2004.33290461609,1956.08610082661,15.9949389122286,2,143
"bu",1399.89252523249,1322.83403531848,22.4056163812027,1984.64561553377,1935.92355792934,16.7942903992135,2,143
"mint",1571.14503573484,1473.59656081037,26.3180289939877,2242.21179384699,2160.76516551591,19.4549305565727,2,143
"ols",1263.92091118417,1211.32156562416,19.6001515331587,1742.23663857613,1731.73366643089,15.65590269774,2,143
"wlss",1291.13682013249,1233.50729464432,28.4389619628145,1795.72030632447,1777.89857294978,34.2146347700702,2,143
"wlsv",1273.09828338835,1191.97251612282,21.6808948370157,1749.0536966252,1684.05656429888,16.0762678857339,2,143
"base",2692.96784996559,2376.64330809352,19.5385207646876,5050.03937173218,4364.7753527991,12.6303782961176,2,144
"bu",2656.84532943381,2365.4958328902,19.4083876357587,4949.73533359967,4331.5169669326,12.6520990031094,2,144
"mint",2655.07348426553,2437.65473033937,23.573645957812,4691.02398893387,4341.80497557586,11.4561995993109,2,144
"ols",2805.6023681248,2413.9615528103,32.8321263694501,5309.66872960645,4466.24174743543,34.075235479766,2,144
"wlss",2750.68627452667,2393.15478626311,26.862887818774,5088.23309448004,4319.12494345045,15.4629576776317,2,144
"wlsv",2785.67440584155,2391.32198753981,19.9121781509094,5257.469485686,4384.23484735509,12.87166818684,2,144
"base",2383.61324519315,1771.85261186258,18.1350436341365,5003.43153251179,3594.06798885953,16.0019366263818,2,145
"bu",2443.92474271445,1833.74993861619,17.9648554271731,5115.13556932073,3756.40286555122,15.8167346317243,2,145
"mint",2473.89820197648,1870.36780784185,18.2052848040904,5243.20931645431,3866.46740039863,15.9983838080494,2,145
"ols",2509.6014142345,1919.68237651013,25.1378648891839,5207.93130644649,3874.58906375299,23.8482630356046,2,145
"wlss",2505.10237944277,1963.48160099395,30.29453280438,5140.41917905574,3917.64350364006,33.0254834488413,2,145
"wlsv",2529.13415072726,1915.81461976967,18.3413374194897,5369.49646316259,4011.53097215637,15.8919911896046,2,145
"base",3388.08666972296,2499.73577672664,22.3333346920811,7301.03837078089,5185.7749022238,17.4169933147333,2,146
