".model","armse","amae","amape","srmse","smae","smape","h","i"
"wlsv",33035.1821864315,30531.3649429316,13.4147299991852,NA,NA,NA,3,148
"base",38307.4774407336,34729.0603356078,14.5243218716928,NA,NA,NA,3,149
"bu",41802.55772106,38582.4840838085,16.1943609274835,NA,NA,NA,3,149
"mint",36401.4436403527,32202.4152367883,13.4062351743449,NA,NA,NA,3,149
"ols",40077.1343196313,36644.2624046921,15.3513943489937,NA,NA,NA,3,149
"wlss",41652.7236448302,38339.2025275,16.0833077948213,NA,NA,NA,3,149
"wlsv",41612.1774121821,38154.0293007623,15.9928402015986,NA,NA,NA,3,149
"base",51063.3133089093,50975.9441257794,20.9313876724987,NA,NA,NA,3,150
"bu",48375.0032196774,48288.4974973238,19.8275782998399,NA,NA,NA,3,150
"mint",49394.6542960617,49299.0168456772,20.2418296194528,NA,NA,NA,3,150
"ols",50591.524254341,50472.3737475075,20.7219770152452,NA,NA,NA,3,150
"wlss",50256.5087669031,50148.4102431167,20.5897136198983,NA,NA,NA,3,150
"wlsv",50079.141717978,49986.131443432,20.5243391411764,NA,NA,NA,3,150
"base",47942.7036636639,47923.9653657736,19.4728295025865,NA,NA,NA,3,151
"bu",51275.3199234181,51248.5203990908,20.8232878796363,NA,NA,NA,3,151
"mint",46182.8985451129,46096.8958885307,18.7255888026894,NA,NA,NA,3,151
"ols",48864.478606106,48810.2111318838,19.829944386504,NA,NA,NA,3,151
"wlss",50558.951790639,50532.1595831531,20.5318081840027,NA,NA,NA,3,151
"wlsv",50642.0143424083,50604.5874050724,20.5603070935938,NA,NA,NA,3,151
"base",59148.5667129166,58140.5276506942,23.6994689078865,NA,NA,NA,4,139
"bu",57983.1123149044,56874.1689815999,23.170845450638,NA,NA,NA,4,139
"mint",56334.1895899824,55160.6420975417,22.4633732845227,NA,NA,NA,4,139
"ols",58939.6281692329,57897.1694499142,23.5962491262212,NA,NA,NA,4,139
"wlss",59415.557005198,58329.1988127126,23.7686555992691,NA,NA,NA,4,139
"wlsv",58931.8023346446,57838.8770462296,23.5672641290634,NA,NA,NA,4,139
"base",44109.8053341617,38444.1269214643,16.1393990769128,NA,NA,NA,4,140
"bu",43277.5871164269,37205.6023160582,15.5621121067544,NA,NA,NA,4,140
"mint",35640.0333809793,32129.0035134058,13.6265315761701,NA,NA,NA,4,140
