".model","armse","amae","amape","srmse","smae","smape","h","i"
"ols",6642.62606606774,4992.18222062961,12.9276251256612,9492.7604380107,7089.33257418915,5.44637046312662,3,143
"wlss",6664.57686558014,5024.16787465054,10.8599647766622,9630.36034090293,7344.23054559133,4.83598612762958,3,143
"wlsv",6525.03068657418,4960.77181954814,12.9826780393792,9166.3959744185,6979.20605512059,6.01395583091833,3,143
"base",6957.16813704677,5201.19036410107,16.6172655548126,9272.28091606443,6896.62445792676,8.62575310282583,3,144
"bu",6523.24294778113,4935.3816296903,14.5797784118093,8920.51827775633,6930.5880977652,7.27437754508011,3,144
"mint",6437.88332354621,5518.52705400912,17.258761918334,8304.56713249324,7251.29666263065,9.15260268224044,3,144
"ols",6901.58361086007,5108.66078992994,16.4689166414827,9194.42688179999,6913.58619774048,8.73208595968901,3,144
"wlss",6655.1517745341,4882.04702741977,14.9446636436514,9009.56551123072,6752.94552859046,7.64025262317332,3,144
"wlsv",6749.19476635779,5042.21383081791,14.9205160848664,9197.74548072764,7042.05989133056,7.31113572603117,3,144
"base",10479.6752076239,8739.51305026329,15.0051350162237,17033.8702133144,14127.7824388147,13.9624867359377,3,145
"bu",9907.82833884483,8164.5060305532,14.6600044311051,16020.3194018065,13118.7595134198,13.7429003151605,3,145
"mint",10188.0821551301,8425.10058470426,14.6656240390411,16499.1427292827,13577.9429787915,13.4762856886026,3,145
"ols",10265.387892984,8599.71608459234,17.0005299432844,16533.6074135532,13714.3988600248,17.2174462594074,3,145
"wlss",10060.3138730546,8430.07961171094,15.8129682080909,16308.5289722758,13519.6860627232,15.6515161933715,3,145
"wlsv",10161.5894790734,8422.73469794985,14.8738225943149,16448.8029723401,13559.8648891011,13.8378457417665,3,145
"base",10066.1894888207,8372.263701356,16.7030022741233,16072.1644064514,13190.3831283217,15.8472520954998,3,146
"bu",9610.6078547451,7856.94086811424,16.215304094157,15331.91459045,12342.1356996591,15.8368808384786,3,146
"mint",9595.97565128714,7736.92513002882,15.5121367255703,15358.7700211685,12216.5591908307,15.1001858475225,3,146
"ols",10292.7234965227,8517.90185369343,22.635469699816,15783.0582467182,12832.7108545691,24.2484626114667,3,146
"wlss",9949.27838342146,8166.27567562459,18.0317917845078,15687.2182948027,12668.6097720157,17.819283994266,3,146
"wlsv",9883.09370647929,8140.33411305591,16.3325832676889,15793.1039502218,12816.4407095121,15.5288747585511,3,146
"base",10797.7499557506,10331.6355233696,17.2552340144248,17377.7671608486,16605.8308372297,14.3720719208615,3,147
"bu",9988.00130442051,9531.54788196232,17.0173124188205,15926.7818514953,15149.4626801603,13.8944651560603,3,147
"mint",9773.92931369129,9249.22532188545,16.2688112077796,15475.4933981657,14653.8601609555,12.1314454407775,3,147
"ols",10503.2931402515,10027.2436089313,17.1113113840677,16783.4910995249,15988.3431965489,13.337005118714,3,147
"wlss",10462.2184735347,9955.17857775626,16.8049193349142,16870.7731915262,16033.2040197311,14.6063149378688,3,147
